Timestamp,WindSpeed,HoistPosition,TotalLoad,TrolleyPosition,CycleID,Point
2019.07.01 00:04:12.000,4.34,12.019,48.859,68.478,4.0,35.0
2019.07.01 00:04:13.000,4.34,9.74,47.515,68.513,4.0,36.0
2019.07.01 00:04:14.000,4.34,7.556,50.69,68.501,4.0,37.0
2019.07.01 00:04:15.000,4.34,6.656,53.387,68.503,4.0,38.0
2019.07.01 00:04:16.000,4.167,6.294,54.957,68.503,4.0,39.0
2019.07.01 00:04:17.000,4.245,6.066,50.87,68.505,4.0,40.0
2019.07.01 00:04:18.000,4.262,6.008,37.747,68.502,4.0,41.0
2019.07.01 00:04:51.400,4.227,3.241,19.995,28.195,5.0,0.0
2019.07.01 00:04:52.400,4.227,3.302,17.883,28.201,5.0,1.0
2019.07.01 00:04:53.400,4.227,3.446,22.263,28.21,5.0,2.0
2019.07.01 00:04:54.400,4.227,3.702,33.273,28.531,5.0,3.0
2019.07.01 00:04:55.400,4.427,4.818,47.079,29.526,5.0,4.0
2019.07.01 00:04:56.400,4.427,6.721,57.574,30.934,5.0,5.0
2019.07.01 00:04:57.400,4.427,9.149,58.145,32.367,5.0,6.0
2019.07.01 00:04:58.400,4.427,11.671,56.574,34.167,5.0,7.0
2019.07.01 00:04:59.400,4.427,14.129,55.182,35.99,5.0,8.0
2019.07.01 00:05:00.400,4.358,16.578,54.845,37.569,5.0,9.0
2019.07.01 00:05:01.400,4.583,19.051,54.729,39.61,5.0,10.0
2019.07.01 00:05:02.400,4.583,21.513,54.794,42.373,5.0,11.0
2019.07.01 00:05:03.400,4.757,24.016,54.717,45.789,5.0,12.0
2019.07.01 00:05:04.400,4.835,26.324,53.717,49.076,5.0,13.0
2019.07.01 00:05:05.400,4.905,27.829,52.205,51.957,5.0,14.0
2019.07.01 00:05:06.400,4.905,28.477,50.813,54.546,5.0,15.0
2019.07.01 00:05:07.400,4.905,28.487,50.516,56.965,5.0,16.0
2019.07.01 00:05:08.400,4.905,27.873,50.536,59.343,5.0,17.0
2019.07.01 00:05:09.400,4.905,26.521,50.608,61.26,5.0,18.0
2019.07.01 00:05:10.400,4.87,24.343,51.583,62.896,5.0,19.0
2019.07.01 00:05:11.400,4.87,22.606,53.435,63.716,5.0,20.0
2019.07.01 00:05:12.400,4.87,20.974,55.542,64.721,5.0,21.0
2019.07.01 00:05:13.400,4.87,19.438,56.062,65.748,5.0,22.0
2019.07.01 00:05:14.400,4.87,18.089,56.391,66.349,5.0,23.0
2019.07.01 00:05:15.400,4.184,17.364,56.713,66.576,5.0,24.0
2019.07.01 00:05:16.400,4.497,16.394,56.868,66.362,5.0,25.0
2019.07.01 00:05:17.400,4.609,15.655,57.204,65.859,5.0,26.0
2019.07.01 00:05:18.400,4.609,15.253,57.141,65.916,5.0,27.0
2019.07.01 00:05:19.400,4.609,15.158,56.373,65.957,5.0,28.0
2019.07.01 00:05:20.400,4.375,14.976,57.022,65.735,5.0,29.0
2019.07.01 00:05:21.400,4.592,14.685,54.997,65.48,5.0,30.0
2019.07.01 00:05:22.400,4.783,13.84,54.054,65.543,5.0,31.0
2019.07.01 00:05:23.400,5.069,12.172,51.511,65.915,5.0,32.0
2019.07.01 00:05:24.400,5.069,9.782,52.27,65.927,5.0,33.0
2019.07.01 00:05:25.400,5.226,7.715,55.582,65.898,5.0,34.0
2019.07.01 00:05:26.400,5.226,6.654,58.359,65.905,5.0,35.0
2019.07.01 00:05:27.400,5.391,6.081,58.399,65.899,5.0,36.0
2019.07.01 00:05:28.400,5.538,5.915,42.819,65.905,5.0,37.0
2019.07.01 00:06:01.200,4.627,3.125,18.407,35.162,6.0,0.0
2019.07.01 00:06:02.200,4.627,3.197,15.697,35.15,6.0,1.0
2019.07.01 00:06:03.200,4.627,3.349,21.381,35.158,6.0,2.0
2019.07.01 00:06:04.200,4.627,3.482,33.95,35.147,6.0,3.0
2019.07.01 00:06:05.200,4.627,3.662,46.325,35.205,6.0,4.0
2019.07.01 00:06:06.200,4.184,4.771,57.935,35.935,6.0,5.0
2019.07.01 00:06:07.200,4.366,6.474,59.046,36.969,6.0,6.0
2019.07.01 00:06:08.200,4.366,8.757,59.589,37.559,6.0,7.0
2019.07.01 00:06:09.200,4.366,11.053,57.939,38.129,6.0,8.0
2019.07.01 00:06:10.200,4.366,13.376,56.472,39.127,6.0,9.0
2019.07.01 00:06:11.200,3.498,15.932,55.247,40.162,6.0,10.0
2019.07.01 00:06:12.200,3.498,18.402,55.31,41.397,6.0,11.0
2019.07.01 00:06:13.200,3.637,20.909,55.169,43.395,6.0,12.0
2019.07.01 00:06:14.200,4.149,23.356,55.136,45.946,6.0,13.0
2019.07.01 00:06:15.200,4.375,25.84,55.107,48.864,6.0,14.0
2019.07.01 00:06:16.200,4.375,28.289,55.159,51.748,6.0,15.0
2019.07.01 00:06:17.200,4.375,29.984,55.18,53.986,6.0,16.0
2019.07.01 00:06:18.200,4.375,32.434,55.076,57.441,6.0,17.0
2019.07.01 00:06:19.200,4.375,34.884,55.076,60.77,6.0,18.0
2019.07.01 00:06:20.200,4.375,37.369,55.071,64.677,6.0,19.0
2019.07.01 00:06:21.200,3.611,39.579,53.878,68.892,6.0,20.0
2019.07.01 00:06:22.200,3.611,40.963,52.292,73.16,6.0,21.0
2019.07.01 00:06:23.200,3.663,41.493,50.682,77.484,6.0,22.0
2019.07.01 00:06:24.200,3.793,41.472,51.544,81.32,6.0,23.0
2019.07.01 00:06:25.200,4.245,41.471,53.069,85.86,6.0,24.0
2019.07.01 00:06:26.200,4.245,41.32,53.513,88.922,6.0,25.0
2019.07.01 00:06:27.200,4.245,40.62,53.256,91.822,6.0,26.0
2019.07.01 00:06:28.200,4.418,39.317,51.709,94.231,6.0,27.0
2019.07.01 00:06:29.200,4.462,37.252,50.804,96.419,6.0,28.0
2019.07.01 00:06:30.200,4.497,34.907,51.74,98.531,6.0,29.0
2019.07.01 00:06:31.200,4.479,32.372,53.749,100.454,6.0,30.0
2019.07.01 00:06:32.200,4.479,29.866,55.528,101.692,6.0,31.0
2019.07.01 00:06:33.200,4.479,27.395,55.869,102.423,6.0,32.0
2019.07.01 00:06:34.200,4.479,25.05,56.26,103.425,6.0,33.0
2019.07.01 00:06:35.200,4.436,23.021,56.993,104.274,6.0,34.0
2019.07.01 00:06:36.200,4.462,21.179,57.43,104.591,6.0,35.0
2019.07.01 00:06:37.200,4.531,19.681,57.542,104.75,6.0,36.0
2019.07.01 00:06:38.200,5.026,18.27,57.599,105.052,6.0,37.0
2019.07.01 00:06:39.200,5.026,17.319,58.293,105.707,6.0,38.0
2019.07.01 00:06:40.200,5.217,16.436,58.116,106.143,6.0,39.0
2019.07.01 00:06:41.200,5.26,15.906,57.49,106.094,6.0,40.0
2019.07.01 00:06:42.200,5.26,15.707,58.087,105.985,6.0,41.0
2019.07.01 00:06:43.200,5.26,15.458,57.468,106.183,6.0,42.0
2019.07.01 00:06:44.200,5.26,15.434,56.011,106.38,6.0,43.0
2019.07.01 00:06:45.200,4.731,15.593,54.956,106.393,6.0,44.0
2019.07.01 00:06:46.200,5.017,15.577,56.036,106.486,6.0,45.0
2019.07.01 00:06:47.200,5.017,15.689,56.556,106.542,6.0,46.0
2019.07.01 00:06:48.200,5.017,15.638,56.664,106.537,6.0,47.0
2019.07.01 00:06:49.200,5.017,15.625,56.289,106.473,6.0,48.0
2019.07.01 00:06:50.200,5.017,15.479,55.334,106.443,6.0,49.0
2019.07.01 00:06:51.200,4.41,15.473,56.964,106.662,6.0,50.0
2019.07.01 00:06:52.200,4.41,15.309,56.66,106.571,6.0,51.0
2019.07.01 00:06:53.200,4.41,14.707,56.331,106.13,6.0,52.0
2019.07.01 00:06:54.200,4.41,13.655,55.177,105.741,6.0,53.0
2019.07.01 00:06:55.200,4.41,11.955,53.648,105.769,6.0,54.0
2019.07.01 00:06:56.200,4.575,10.652,55.886,105.771,6.0,55.0
2019.07.01 00:06:57.200,4.609,9.926,58.571,105.762,6.0,56.0
2019.07.01 00:06:58.200,4.705,9.484,59.728,105.774,6.0,57.0
2019.07.01 00:06:59.200,4.705,8.94,54.846,105.766,6.0,58.0
2019.07.01 00:07:00.200,4.288,8.888,39.956,105.753,6.0,59.0
2019.07.01 00:07:45.000,3.637,3.058,21.151,41.526,7.0,0.0
2019.07.01 00:07:46.000,3.759,3.087,19.392,41.526,7.0,1.0
2019.07.01 00:07:47.000,4.479,3.262,24.633,41.526,7.0,2.0
2019.07.01 00:07:48.000,4.887,3.724,36.527,41.526,7.0,3.0
2019.07.01 00:07:49.000,4.965,4.501,44.44,41.526,7.0,4.0
2019.07.01 00:07:50.000,4.965,6.346,54.321,41.526,7.0,5.0
2019.07.01 00:07:51.000,4.887,8.886,55.542,41.526,7.0,6.0
2019.07.01 00:07:52.000,4.887,11.473,54.064,41.549,7.0,7.0
2019.07.01 00:07:53.000,4.887,14.047,52.594,41.854,7.0,8.0
2019.07.01 00:07:54.000,4.887,16.624,51.575,42.425,7.0,9.0
2019.07.01 00:07:55.000,4.887,19.203,51.305,43.379,7.0,10.0
2019.07.01 00:07:56.000,3.715,21.838,51.292,44.873,7.0,11.0
2019.07.01 00:07:57.000,3.715,24.438,51.117,46.646,7.0,12.0
2019.07.01 00:07:58.000,3.715,27.038,51.092,48.826,7.0,13.0
2019.07.01 00:07:59.000,3.715,29.501,50.977,50.891,7.0,14.0
2019.07.01 00:08:00.000,3.715,32.0,50.932,53.257,7.0,15.0
2019.07.01 00:08:01.000,3.568,35.047,50.945,57.04,7.0,16.0
2019.07.01 00:08:02.000,3.611,37.497,50.885,60.73,7.0,17.0
2019.07.01 00:08:03.000,3.698,39.903,50.79,64.666,7.0,18.0
2019.07.01 00:08:04.000,3.698,41.778,49.245,68.629,7.0,19.0
2019.07.01 00:08:05.000,3.698,42.906,48.064,72.545,7.0,20.0
2019.07.01 00:08:06.000,3.811,43.275,46.41,76.844,7.0,21.0
2019.07.01 00:08:07.000,3.811,43.25,48.014,80.973,7.0,22.0
2019.07.01 00:08:08.000,3.811,43.25,49.238,85.033,7.0,23.0
2019.07.01 00:08:09.000,3.811,42.98,49.622,88.711,7.0,24.0
2019.07.01 00:08:10.000,3.811,41.801,48.264,91.754,7.0,25.0
2019.07.01 00:08:11.000,3.863,39.794,47.167,94.365,7.0,26.0
2019.07.01 00:08:12.000,3.967,38.182,47.301,95.951,7.0,27.0
2019.07.01 00:08:13.000,4.236,35.849,49.113,98.153,7.0,28.0
2019.07.01 00:08:14.000,4.236,33.428,50.765,99.698,7.0,29.0
2019.07.01 00:08:15.000,4.236,31.182,51.847,100.689,7.0,30.0
2019.07.01 00:08:16.000,4.28,28.948,51.971,101.5,7.0,31.0
2019.07.01 00:08:17.000,4.323,26.428,52.108,102.204,7.0,32.0
2019.07.01 00:08:18.000,4.323,24.417,52.5,102.645,7.0,33.0
2019.07.01 00:08:19.000,4.323,22.631,52.671,102.921,7.0,34.0
2019.07.01 00:08:20.000,4.323,21.229,54.041,102.886,7.0,35.0
2019.07.01 00:08:21.000,3.976,19.94,54.074,103.008,7.0,36.0
2019.07.01 00:08:22.000,4.644,18.931,53.933,103.179,7.0,37.0
2019.07.01 00:08:23.000,4.974,18.023,52.979,103.475,7.0,38.0
2019.07.01 00:08:24.000,4.974,17.371,53.023,103.608,7.0,39.0
2019.07.01 00:08:25.000,4.974,16.872,53.348,103.52,7.0,40.0
2019.07.01 00:08:26.000,4.774,16.309,53.167,103.419,7.0,41.0
2019.07.01 00:08:27.000,4.774,16.021,49.98,103.562,7.0,42.0
2019.07.01 00:08:28.000,4.774,16.234,46.254,103.552,7.0,43.0
2019.07.01 00:08:29.000,4.774,16.224,44.112,103.496,7.0,44.0
2019.07.01 00:08:30.000,4.905,16.244,44.242,103.499,7.0,45.0
2019.07.01 00:08:31.000,4.974,16.301,45.288,103.5,7.0,46.0
2019.07.01 00:08:32.000,4.983,16.706,47.411,103.486,7.0,47.0
2019.07.01 00:08:33.000,4.983,16.683,49.997,103.435,7.0,48.0
2019.07.01 00:08:34.000,4.983,16.571,51.793,103.433,7.0,49.0
2019.07.01 00:08:35.000,5.095,16.49,52.506,103.504,7.0,50.0
2019.07.01 00:08:36.000,5.269,16.45,51.865,103.531,7.0,51.0
2019.07.01 00:08:37.000,5.616,16.45,52.383,103.388,7.0,52.0
2019.07.01 00:08:38.000,5.651,16.139,51.124,103.497,7.0,53.0
2019.07.01 00:08:39.000,5.668,15.766,52.882,103.69,7.0,54.0
2019.07.01 00:08:40.000,5.998,15.611,53.475,103.505,7.0,55.0
2019.07.01 00:08:41.000,6.007,15.622,53.974,103.506,7.0,56.0
2019.07.01 00:08:42.000,6.007,15.622,52.677,103.942,7.0,57.0
2019.07.01 00:08:43.000,6.007,15.575,51.264,104.372,7.0,58.0
2019.07.01 00:08:44.000,6.007,15.559,51.847,104.246,7.0,59.0
2019.07.01 00:08:45.000,6.007,15.559,51.39,103.86,7.0,60.0
2019.07.01 00:08:46.000,5.477,15.559,51.88,103.878,7.0,61.0
2019.07.01 00:08:47.000,5.477,15.559,51.979,103.869,7.0,62.0
2019.07.01 00:08:48.000,5.477,15.685,53.04,103.697,7.0,63.0
2019.07.01 00:08:49.000,5.477,15.692,52.251,103.697,7.0,64.0
2019.07.01 00:08:50.000,5.477,15.609,52.023,104.005,7.0,65.0
2019.07.01 00:08:51.000,5.321,15.165,50.273,104.242,7.0,66.0
2019.07.01 00:08:52.000,5.321,15.08,52.501,104.112,7.0,67.0
2019.07.01 00:08:53.000,5.347,15.079,53.386,104.065,7.0,68.0
2019.07.01 00:08:54.000,5.365,15.06,54.363,104.487,7.0,69.0
2019.07.01 00:08:55.000,5.365,15.044,52.952,104.986,7.0,70.0
2019.07.01 00:08:56.000,5.304,14.896,51.462,104.803,7.0,71.0
2019.07.01 00:08:57.000,5.304,14.04,50.088,104.151,7.0,72.0
2019.07.01 00:08:58.000,5.304,12.719,50.246,103.484,7.0,73.0
2019.07.01 00:08:59.000,5.304,11.176,51.654,103.46,7.0,74.0
2019.07.01 00:09:00.000,5.304,10.167,52.667,103.475,7.0,75.0
2019.07.01 00:09:01.000,4.783,9.602,53.886,103.466,7.0,76.0
2019.07.01 00:09:02.000,4.783,9.055,53.987,103.47,7.0,77.0
2019.07.01 00:09:03.000,4.783,8.829,41.692,103.466,7.0,78.0
2019.07.01 00:09:51.800,4.826,3.269,22.433,28.489,8.0,0.0
2019.07.01 00:09:52.800,4.826,3.278,20.627,28.489,8.0,1.0
2019.07.01 00:09:53.800,4.826,3.43,23.345,28.489,8.0,2.0
2019.07.01 00:09:54.800,4.826,3.846,36.983,28.578,8.0,3.0
2019.07.01 00:09:55.800,4.314,4.996,48.621,29.208,8.0,4.0
2019.07.01 00:09:56.800,4.366,6.83,57.515,30.321,8.0,5.0
2019.07.01 00:09:57.800,4.609,9.148,57.617,31.447,8.0,6.0
2019.07.01 00:09:58.800,4.609,11.535,56.11,32.652,8.0,7.0
2019.07.01 00:09:59.800,4.878,13.898,54.716,34.165,8.0,8.0
2019.07.01 00:10:00.800,4.887,16.473,53.902,36.044,8.0,9.0
2019.07.01 00:10:01.800,5.252,18.98,53.868,37.893,8.0,10.0
2019.07.01 00:10:02.800,5.26,21.489,53.868,40.098,8.0,11.0
2019.07.01 00:10:03.800,5.26,24.025,53.763,42.727,8.0,12.0
2019.07.01 00:10:04.800,5.26,26.536,53.515,45.943,8.0,13.0
2019.07.01 00:10:05.800,4.965,29.024,53.553,49.733,8.0,14.0
2019.07.01 00:10:06.800,5.182,31.54,53.627,53.704,8.0,15.0
2019.07.01 00:10:07.800,5.182,34.054,53.827,57.641,8.0,16.0
2019.07.01 00:10:08.800,5.182,35.754,53.791,60.368,8.0,17.0
2019.07.01 00:10:09.800,5.182,38.245,53.625,64.417,8.0,18.0
2019.07.01 00:10:10.800,4.21,40.711,53.414,68.53,8.0,19.0
2019.07.01 00:10:11.800,4.21,42.473,51.792,72.671,8.0,20.0
2019.07.01 00:10:12.800,4.21,43.43,50.213,77.126,8.0,21.0
2019.07.01 00:10:13.800,4.21,43.529,49.941,81.899,8.0,22.0
2019.07.01 00:10:14.800,4.314,43.52,51.233,85.33,8.0,23.0
2019.07.01 00:10:15.800,3.411,43.162,51.432,88.247,8.0,24.0
2019.07.01 00:10:16.800,3.663,42.231,51.778,90.892,8.0,25.0
2019.07.01 00:10:17.800,3.698,41.11,51.54,93.238,8.0,26.0
2019.07.01 00:10:18.800,3.698,39.326,51.171,94.966,8.0,27.0
2019.07.01 00:10:19.800,3.698,36.992,51.675,96.373,8.0,28.0
2019.07.01 00:10:20.800,3.464,34.462,51.84,98.021,8.0,29.0
2019.07.01 00:10:21.800,3.655,31.986,53.887,99.311,8.0,30.0
2019.07.01 00:10:22.800,3.655,29.452,54.772,100.105,8.0,31.0
2019.07.01 00:10:23.800,3.655,27.175,55.262,100.801,8.0,32.0
2019.07.01 00:10:24.800,3.655,24.978,55.346,101.042,8.0,33.0
2019.07.01 00:10:25.800,3.524,23.067,56.492,100.992,8.0,34.0
2019.07.01 00:10:26.800,3.932,21.369,56.598,101.064,8.0,35.0
2019.07.01 00:10:27.800,4.149,20.003,57.231,101.506,8.0,36.0
2019.07.01 00:10:28.800,4.392,18.891,56.644,101.899,8.0,37.0
2019.07.01 00:10:29.800,4.618,17.88,56.376,102.034,8.0,38.0
2019.07.01 00:10:30.800,4.601,17.152,56.093,102.193,8.0,39.0
