ID,ContainerType,StartTime,EndTime,HoistStartPosition,HoistEndPosition,TravelStartPosition,TravelEndPosition,TrolleyStartPosition,TrolleyEndPosition,Load,ExcentricLoad,SpreaderType,ElectricConsumptionNotEmpty,HoistPosition_0,TrolleyPosition_0,TravelPosition_0,HoistPosition_1,HoistPosition_2,HoistPosition_3,HoistPosition_4,HoistPosition_5,HoistPosition_6,HoistPosition_7,HoistPosition_8,HoistPosition_9,HoistPosition_10,HoistPosition_11,HoistPosition_12,HoistPosition_13,HoistPosition_14,HoistPosition_15,HoistPosition_16,HoistPosition_17,HoistPosition_18,HoistPosition_19,HoistPosition_20,HoistPosition_21,HoistPosition_22,HoistPosition_23,HoistPosition_24,HoistPosition_25,HoistPosition_26,HoistPosition_27,HoistPosition_28,HoistPosition_29,HoistPosition_30,HoistPosition_31,HoistPosition_32,HoistPosition_33,HoistPosition_34,HoistPosition_35,HoistPosition_36,HoistPosition_37,HoistPosition_38,HoistPosition_39,HoistPosition_40,HoistPosition_41,HoistPosition_42,HoistPosition_43,HoistPosition_44,HoistPosition_45,HoistPosition_46,HoistPosition_47,HoistPosition_48,HoistPosition_49,HoistPosition_50,HoistPosition_51,HoistPosition_52,HoistPosition_53,HoistPosition_54,HoistPosition_55,HoistPosition_56,HoistPosition_57,HoistPosition_58,HoistPosition_59,HoistPosition_60,HoistPosition_61,HoistPosition_62,HoistPosition_63,HoistPosition_64,HoistPosition_65,HoistPosition_66,HoistPosition_67,HoistPosition_68,HoistPosition_69,HoistPosition_70,HoistPosition_71,HoistPosition_72,HoistPosition_73,HoistPosition_74,HoistPosition_75,HoistPosition_76,HoistPosition_77,HoistPosition_78,HoistPosition_79,HoistPosition_80,HoistPosition_81,HoistPosition_82,HoistPosition_83,HoistPosition_84,HoistPosition_85,HoistPosition_86,HoistPosition_87,HoistPosition_88,HoistPosition_89,HoistPosition_90,HoistPosition_91,HoistPosition_92,HoistPosition_93,HoistPosition_94,HoistPosition_95,HoistPosition_96,HoistPosition_97,HoistPosition_98,HoistPosition_99,TrolleyPosition_1,TrolleyPosition_2,TrolleyPosition_3,TrolleyPosition_4,TrolleyPosition_5,TrolleyPosition_6,TrolleyPosition_7,TrolleyPosition_8,TrolleyPosition_9,TrolleyPosition_10,TrolleyPosition_11,TrolleyPosition_12,TrolleyPosition_13,TrolleyPosition_14,TrolleyPosition_15,TrolleyPosition_16,TrolleyPosition_17,TrolleyPosition_18,TrolleyPosition_19,TrolleyPosition_20,TrolleyPosition_21,TrolleyPosition_22,TrolleyPosition_23,TrolleyPosition_24,TrolleyPosition_25,TrolleyPosition_26,TrolleyPosition_27,TrolleyPosition_28,TrolleyPosition_29,TrolleyPosition_30,TrolleyPosition_31,TrolleyPosition_32,TrolleyPosition_33,TrolleyPosition_34,TrolleyPosition_35,TrolleyPosition_36,TrolleyPosition_37,TrolleyPosition_38,TrolleyPosition_39,TrolleyPosition_40,TrolleyPosition_41,TrolleyPosition_42,TrolleyPosition_43,TrolleyPosition_44,TrolleyPosition_45,TrolleyPosition_46,TrolleyPosition_47,TrolleyPosition_48,TrolleyPosition_49,TrolleyPosition_50,TrolleyPosition_51,TrolleyPosition_52,TrolleyPosition_53,TrolleyPosition_54,TrolleyPosition_55,TrolleyPosition_56,TrolleyPosition_57,TrolleyPosition_58,TrolleyPosition_59,TrolleyPosition_60,TrolleyPosition_61,TrolleyPosition_62,TrolleyPosition_63,TrolleyPosition_64,TrolleyPosition_65,TrolleyPosition_66,TrolleyPosition_67,TrolleyPosition_68,TrolleyPosition_69,TrolleyPosition_70,TrolleyPosition_71,TrolleyPosition_72,TrolleyPosition_73,TrolleyPosition_74,TrolleyPosition_75,TrolleyPosition_76,TrolleyPosition_77,TrolleyPosition_78,TrolleyPosition_79,TrolleyPosition_80,TrolleyPosition_81,TrolleyPosition_82,TrolleyPosition_83,TrolleyPosition_84,TrolleyPosition_85,TrolleyPosition_86,TrolleyPosition_87,TrolleyPosition_88,TrolleyPosition_89,TrolleyPosition_90,TrolleyPosition_91,TrolleyPosition_92,TrolleyPosition_93,TrolleyPosition_94,TrolleyPosition_95,TrolleyPosition_96,TrolleyPosition_97,TrolleyPosition_98,TrolleyPosition_99,TravelPosition_1,TravelPosition_2,TravelPosition_3,TravelPosition_4,TravelPosition_5,TravelPosition_6,TravelPosition_7,TravelPosition_8,TravelPosition_9,TravelPosition_10,TravelPosition_11,TravelPosition_12,TravelPosition_13,TravelPosition_14,TravelPosition_15,TravelPosition_16,TravelPosition_17,TravelPosition_18,TravelPosition_19,TravelPosition_20,TravelPosition_21,TravelPosition_22,TravelPosition_23,TravelPosition_24,TravelPosition_25,TravelPosition_26,TravelPosition_27,TravelPosition_28,TravelPosition_29,TravelPosition_30,TravelPosition_31,TravelPosition_32,TravelPosition_33,TravelPosition_34,TravelPosition_35,TravelPosition_36,TravelPosition_37,TravelPosition_38,TravelPosition_39,TravelPosition_40,TravelPosition_41,TravelPosition_42,TravelPosition_43,TravelPosition_44,TravelPosition_45,TravelPosition_46,TravelPosition_47,TravelPosition_48,TravelPosition_49,TravelPosition_50,TravelPosition_51,TravelPosition_52,TravelPosition_53,TravelPosition_54,TravelPosition_55,TravelPosition_56,TravelPosition_57,TravelPosition_58,TravelPosition_59,TravelPosition_60,TravelPosition_61,TravelPosition_62,TravelPosition_63,TravelPosition_64,TravelPosition_65,TravelPosition_66,TravelPosition_67,TravelPosition_68,TravelPosition_69,TravelPosition_70,TravelPosition_71,TravelPosition_72,TravelPosition_73,TravelPosition_74,TravelPosition_75,TravelPosition_76,TravelPosition_77,TravelPosition_78,TravelPosition_79,TravelPosition_80,TravelPosition_81,TravelPosition_82,TravelPosition_83,TravelPosition_84,TravelPosition_85,TravelPosition_86,TravelPosition_87,TravelPosition_88,TravelPosition_89,TravelPosition_90,TravelPosition_91,TravelPosition_92,TravelPosition_93,TravelPosition_94,TravelPosition_95,TravelPosition_96,TravelPosition_97,TravelPosition_98,TravelPosition_99
33721,40,27/11/2018 17:45,27/11/2018 17:46,20.319,1.764,137.928,137.935,91.251,28.311,27.96500015,2.490499735,1,118.2283096,20.319,91.251,137.928,20.33,20.411,20.479,20.543,20.692,20.884,21.222,21.751,22.454,23.347,24.338,25.448,26.659,27.815,29.02,30.18,31.41,32.633,33.79,34.978,36.048,36.869,37.521,37.981,38.271,38.369,38.35,38.344,38.344,38.344,38.344,38.344,38.344,38.344,38.344,38.344,38.344,38.344,38.344,38.328,38.141,37.731,37.169,36.407,35.425,34.458,33.502,32.597,31.716,30.711,29.765,28.783,27.726,26.69,25.556,24.45,23.278,22.087,20.954,19.738,18.593,17.377,16.214,15.129,14.007,12.923,11.83,10.765,9.715,8.658,7.796,7.088,6.513,6.062,5.676,5.35,5.103,4.884,4.716,4.58,4.577,4.588,4.589,4.587,4.443,4.193,3.976,3.764,3.541,3.328,3.111,2.89,2.679,2.453,2.247,2.026,1.813,1.725,1.761,91.251,91.251,91.251,91.251,91.251,91.251,91.25,91.181,90.995,90.7,90.431,90.216,90,89.76,89.416,88.982,88.393,87.733,87.048,86.259,85.368,84.475,83.563,82.696,81.731,80.665,79.465,78.048,76.54,74.878,73.048,71.247,69.292,67.337,65.451,63.479,61.559,59.636,57.626,55.668,53.808,51.927,50.175,48.425,46.67,45.03,43.391,41.844,40.485,39.138,38.012,36.945,36.016,35.234,34.465,33.755,33.031,32.388,31.816,31.295,30.844,30.455,30.138,29.896,29.596,29.245,28.882,28.586,28.336,28.132,28.02,27.998,28.017,28.035,27.97,27.918,27.9,27.919,27.94,27.957,27.97,27.974,27.986,27.993,28.057,28.12,28.197,28.237,28.284,28.286,28.286,28.3,28.311,28.313,28.316,28.316,28.314,28.313,28.313,137.927,137.928,137.928,137.928,137.928,137.928,137.927,137.927,137.928,137.928,137.928,137.928,137.928,137.928,137.928,137.928,137.928,137.928,137.928,137.928,137.928,137.928,137.928,137.93,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935,137.935
33725,20,27/11/2018 17:58,27/11/2018 18:00,2.64,-6.96,141.342,142.367,41.213,103.869,19.11700058,1.833241463,1,55.29904938,2.64,41.213,141.342,2.64,2.75,2.874,3.334,4.408,5.993,8.06,10.488,12.966,15.434,17.977,20.462,22.948,25.42,27.967,30.453,32.645,34.316,35.353,35.835,35.851,35.967,36.663,37.658,38.033,38.016,38.016,38.016,38.016,38.016,38.016,38.016,38.016,38.016,37.763,37.153,36.44,35.607,34.78,33.883,32.708,31.425,30.187,29.001,27.978,26.958,25.968,24.924,23.899,22.88,21.935,21.086,20.393,19.754,19.208,18.967,18.756,18.614,18.484,18.439,18.429,18.429,18.429,18.429,18.429,18.429,18.429,18.429,18.429,18.282,17.696,17.153,16.633,16.109,15.571,14.95,14.211,13.454,12.713,11.914,11.073,10.236,9.386,8.506,7.578,6.604,5.619,4.649,3.675,2.973,2.004,1.018,0.055,-0.828,-1.673,-2.261,-2.745,-3.129,-3.374,41.213,41.21,41.096,41.067,41.072,41.072,41.072,41.072,41.203,41.495,41.852,42.268,42.769,43.332,43.988,44.914,46.297,47.911,49.594,51.601,53.981,56.43,59.005,61.715,64.364,67.059,70.13,73.439,76.805,80.106,82.984,85.568,88.31,90.994,93.617,95.978,98.024,99.752,101.145,102.363,103.208,103.603,103.772,104.212,104.568,105,105.23,105.158,104.928,104.847,104.704,104.569,104.551,104.6,104.557,104.576,104.482,104.281,104.13,104.022,103.887,103.873,103.881,103.781,103.743,103.744,103.746,103.746,103.785,103.834,103.877,103.868,103.87,103.87,103.87,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,103.869,141.335,141.336,141.336,141.336,141.308,141.23,141.096,140.91,140.726,140.619,140.56,140.52,140.458,140.342,140.154,139.972,139.851,139.791,139.78,139.792,139.819,139.821,139.821,139.821,139.836,139.886,139.91,139.963,139.982,139.969,139.97,139.97,139.97,139.97,139.97,139.97,139.97,139.969,139.97,139.97,139.97,139.969,139.969,139.97,139.97,139.97,139.97,139.97,139.97,139.97,139.97,139.97,139.982,140.047,140.148,140.317,140.52,140.745,140.982,141.225,141.454,141.643,141.764,141.813,141.833,141.857,141.945,142.077,142.192,142.245,142.289,142.32,142.35,142.38,142.379,142.366,142.366,142.367,142.367,142.366,142.366,142.367,142.367,142.367,142.367,142.367,142.367,142.367,142.367,142.367,142.367,142.367,142.366,142.366,142.367,142.367,142.367,142.367,142.367
33727,20,27/11/2018 18:04,27/11/2018 18:06,2.635,-2.085,140.897,141.794,41.717,113.894,20.74300003,-1.340252042,1,31.28082275,2.635,41.717,140.897,2.788,2.966,3.36,4.857,7.424,10.774,14.334,17.899,21.483,25.039,28.624,32.18,35.2,37.02,37.691,37.67,37.67,37.67,37.67,37.67,37.67,37.67,37.465,36.662,35.655,34.39,33.074,31.47,29.844,28.208,26.589,24.983,23.721,22.527,21.342,20.426,19.91,19.717,19.51,18.825,17.559,16.626,16.594,16.594,16.594,16.5,15.676,15.797,15.823,15.418,14.739,14.758,14.758,14.758,14.758,14.758,14.758,14.758,14.758,14.758,14.92,14.904,14.898,14.26,14.135,14.314,15.116,15.447,16.121,16.094,16.094,16.094,16.094,16.237,16.633,17.122,17.268,17.267,17.267,17.267,17.267,17.267,17.267,17.227,16.508,15.497,14.45,13.424,12.451,11.465,10.476,9.27,7.868,6.628,5.652,4.648,3.649,2.64,1.665,41.511,41.33,41.356,41.346,41.358,41.389,41.858,42.51,43.459,44.456,45.728,47.592,50.414,54.043,58.469,63.366,68.289,73.277,78.31,83.295,87.682,91.728,95.36,98.411,100.908,103.313,105.593,107.529,108.997,109.881,110.464,110.978,111.611,112.166,112.491,112.716,113.294,113.5,113.545,113.822,114.146,114.371,114.381,114.162,114.094,113.917,113.842,113.78,113.803,114.095,114.097,114.429,114.424,114.427,114.383,114.01,113.996,113.88,113.755,113.488,113.388,113.417,113.669,113.857,113.986,113.798,113.61,113.641,113.631,113.622,113.532,113.849,114.051,113.905,113.563,113.26,113.192,113.197,113.236,113.23,113.478,113.948,114.216,114.17,113.822,113.83,113.836,113.84,113.833,113.894,113.913,113.913,113.913,113.913,113.913,113.902,113.894,113.894,113.894,140.897,140.897,140.897,140.897,140.846,140.703,140.647,140.632,140.6,140.485,140.348,140.248,140.167,140.154,140.149,140.15,140.15,140.15,140.15,140.15,140.149,140.15,140.15,140.149,140.15,140.15,140.15,140.15,140.15,140.15,140.15,140.15,140.15,140.15,140.15,140.156,140.263,140.434,140.686,140.965,141.271,141.566,141.763,141.843,141.851,141.851,141.851,141.851,141.851,141.851,141.851,141.851,141.85,141.77,141.604,141.481,141.435,141.45,141.448,141.449,141.448,141.448,141.449,141.448,141.448,141.449,141.448,141.448,141.449,141.448,141.449,141.448,141.448,141.449,141.448,141.448,141.449,141.448,141.448,141.448,141.448,141.493,141.556,141.611,141.627,141.628,141.628,141.627,141.7,141.762,141.797,141.793,141.794,141.794,141.793,141.794,141.794,141.794,141.794
33728,20,27/11/2018 18:07,27/11/2018 18:09,2.799,-4.19,142,142.642,28.052,66.316,26.88700104,0.82585758,1,0.870857179,2.799,28.056,142,2.799,2.851,2.96,3.056,3.165,3.284,3.692,4.578,5.803,7.412,9.209,11.016,12.903,14.751,16.602,18.455,20.296,22.165,24.009,25.905,27.725,29.557,31.115,32.211,32.901,33.168,33.149,33.147,33.147,33.147,33.147,33.147,33.147,33.147,33.142,32.808,32.151,31.275,30.37,29.469,28.379,27.325,26.305,25.292,24.385,23.467,22.759,22.205,21.716,21.324,21,20.782,20.61,20.482,20.471,20.465,20.465,20.465,20.465,20.342,20.255,20.265,20.265,20.248,20.167,20.138,20.109,20.087,20.08,20.08,20.065,20.055,19.968,19.619,19.597,19.421,18.976,18.567,18.139,17.636,16.874,15.971,15.082,14.105,13.149,12.107,11.083,10.071,9.043,8.042,7.039,6.131,5.292,4.725,4.229,3.654,2.966,2.079,1.392,28.054,28.056,28.045,28.055,28.051,28.081,28.216,28.414,28.689,29.088,29.536,30.096,30.805,31.577,32.38,33.238,34.146,35.208,36.371,37.56,38.717,39.892,41.146,42.627,44.146,45.671,47.167,48.638,50.061,51.425,52.794,54.234,55.662,57.035,58.209,59.388,60.588,61.69,62.643,63.381,64.032,64.594,65.026,65.313,65.457,65.499,65.649,65.8,65.917,66.028,66.051,66.029,66.029,66.054,66.084,66.146,66.197,66.213,66.211,66.063,65.964,65.97,66.055,66.104,66.094,66.097,66.09,66.095,66.088,66.086,66.087,66.083,66.025,65.945,65.93,65.958,65.996,66.086,66.137,66.132,66.129,66.128,66.128,66.127,66.128,66.126,66.134,66.255,66.306,66.289,66.282,66.286,66.285,66.283,66.32,66.316,66.319,66.316,66.314,142.001,142.001,142.001,142.001,142.001,142.001,141.984,141.917,141.829,141.723,141.6,141.468,141.333,141.194,141.049,140.91,140.78,140.696,140.639,140.57,140.515,140.457,140.385,140.345,140.332,140.318,140.308,140.299,140.286,140.285,140.293,140.293,140.293,140.292,140.285,140.257,140.251,140.239,140.207,140.189,140.186,140.183,140.184,140.208,140.237,140.243,140.253,140.265,140.28,140.302,140.315,140.331,140.373,140.426,140.502,140.601,140.689,140.774,140.854,140.891,140.921,140.934,140.931,140.931,140.956,141.024,141.117,141.256,141.413,141.529,141.589,141.625,141.642,141.648,141.665,141.666,141.694,141.754,141.875,142.064,142.267,142.434,142.534,142.584,142.616,142.628,142.638,142.649,142.647,142.642,142.642,142.642,142.642,142.642,142.642,142.642,142.642,142.642,142.642
33729,20,27/11/2018 18:10,27/11/2018 18:12,2.715,-1.573,141.76,141.357,35.119,63.496,26.08200073,2.277201653,1,51.89878845,2.715,35.119,141.76,2.794,2.927,3.069,3.273,4.153,5.719,7.932,10.411,12.917,15.491,18.052,20.549,23.072,25.596,28.199,30.457,32.006,32.798,32.909,32.901,32.901,32.901,32.901,32.901,32.721,32.433,32.087,31.353,30.575,29.708,28.773,27.778,26.868,25.963,25.152,24.329,23.586,22.749,21.876,21.297,21.067,20.959,20.214,19.638,19.601,19.556,19.52,19.521,19.521,19.521,19.521,19.521,19.521,19.521,19.296,19.174,19.184,19.184,19.184,19.184,19.184,19.142,18.899,18.913,18.913,18.913,18.913,18.913,18.913,18.843,18.696,18.705,18.705,18.705,18.49,17.813,17.404,16.449,15.495,14.911,14.906,14.908,14.908,14.892,14.357,13.906,13.56,13.084,12.434,12.04,11.466,10.624,9.821,9.018,8.219,7.399,6.592,5.786,4.986,35.049,34.974,35.005,35.175,35.427,35.704,36.194,36.763,37.427,38.226,39.022,39.866,40.804,42.004,43.559,45.217,46.982,48.672,50.287,51.964,53.64,55.259,56.777,58.273,59.592,60.672,61.564,62.421,62.936,63.106,63.513,63.802,63.952,64.144,64.329,64.249,64.088,64.081,64.068,64.065,64.078,64.062,64.075,64.024,63.873,63.701,63.608,63.543,63.531,63.425,63.214,63.085,63.32,63.509,63.585,63.607,63.596,63.6,63.596,63.599,63.596,63.597,63.599,63.598,63.6,63.675,63.831,63.807,63.806,63.848,63.869,63.822,63.667,63.432,63.148,63.083,63.258,63.298,63.283,63.296,63.299,63.303,63.362,63.379,63.358,63.353,63.398,63.514,63.5,63.493,63.504,63.493,63.5,63.496,63.497,63.497,63.496,63.497,63.496,141.76,141.76,141.751,141.692,141.556,141.395,141.259,141.21,141.165,141.079,141.013,140.925,140.824,140.707,140.593,140.552,140.567,140.55,140.491,140.465,140.443,140.419,140.363,140.293,140.28,140.261,140.262,140.262,140.262,140.262,140.262,140.261,140.261,140.262,140.261,140.261,140.261,140.261,140.261,140.279,140.343,140.42,140.512,140.608,140.714,140.818,140.907,140.989,141.046,141.086,141.121,141.135,141.151,141.151,141.151,141.151,141.157,141.22,141.356,141.552,141.736,141.815,141.814,141.739,141.698,141.662,141.634,141.62,141.606,141.576,141.48,141.42,141.354,141.359,141.356,141.356,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357,141.357
33730,220,27/11/2018 18:17,27/11/2018 18:18,2.753,-5.264,137.932,137.932,34.899,106.104,30.43000031,15.24744034,1,39.68795395,2.753,34.899,137.932,2.804,2.942,3.36,4.54,6.334,8.377,10.46,12.493,14.539,16.579,18.656,20.711,22.735,24.803,26.88,28.928,30.986,33.035,35.127,37.096,38.424,39.002,39.009,39.008,39.008,39.008,39.008,39.008,39.008,39.008,39.008,39.008,39.008,39.008,38.967,38.259,36.96,35.818,34.355,32.909,31.499,30.159,28.852,27.637,26.653,25.717,24.764,23.911,23.403,22.651,21.953,21.363,20.757,20.165,20.021,20.014,19.994,19.971,19.947,19.92,19.919,19.919,19.919,19.919,19.919,19.919,19.919,19.919,19.919,19.919,19.919,19.919,19.919,19.919,19.919,19.919,19.919,19.904,19.611,18.84,17.403,15.348,13.272,11.208,9.077,7.111,5.444,3.949,2.488,1.361,0.585,-0.257,-1.075,-1.678,-2.173,-2.592,-3.028,-3.496,-3.962,34.897,34.897,34.894,34.895,34.948,35.105,35.425,35.795,36.243,36.883,37.655,38.612,39.742,41.081,42.785,44.632,46.651,48.806,51.064,53.387,56.032,59.089,62.211,65.299,68.443,71.665,75.003,78.276,81.489,84.605,87.454,90.209,92.835,95.243,97.527,99.624,101.486,103.235,104.818,106.04,106.938,107.46,107.717,108.066,108.326,108.324,108.308,108.282,108.163,108.149,108.144,108.129,108.094,108.092,108.096,108.375,108.713,108.894,109.104,109.09,108.965,108.943,108.875,108.398,108.198,108.169,107.979,107.792,107.535,107.34,107.1,106.886,106.658,106.435,106.208,106.079,106.099,106.097,106.1,106.1,106.105,106.105,106.105,106.105,106.105,106.105,106.105,106.105,106.105,106.105,106.105,106.105,106.105,106.105,106.105,106.105,106.105,106.105,106.105,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932
33732,220,27/11/2018 18:21,27/11/2018 18:23,2.807,-5.228,137.932,137.932,28.269,104.346,42.41600037,-0.516221941,1,101.3480911,-4.829,108.686,137.932,2.807,2.808,2.855,2.971,3.08,3.19,3.358,3.899,4.456,4.562,4.565,5.036,6.064,7.505,8.948,10.391,11.893,13.343,14.813,16.301,17.764,19.21,20.71,22.173,23.646,25.136,26.6,28.1,29.555,31.018,32.345,33.062,33.232,33.209,33.209,33.209,33.209,33.209,33.209,33.209,33.209,33.11,32.469,31.739,31,30.152,29.294,28.416,27.551,26.738,25.908,25.189,24.506,23.811,23.13,22.623,22.17,21.692,21.241,21.063,21.096,21.146,21.173,21.172,21.172,21.172,21.147,20.939,20.893,20.864,20.76,20.445,20.475,20.405,20.389,20.192,19.875,19.534,19.537,19.544,19.544,19.544,19.512,18.993,18.036,16.949,15.914,14.915,13.389,11.908,10.413,8.897,7.409,5.914,4.407,2.918,1.432,-0.083,-1.571,28.272,28.282,28.3,28.332,28.33,28.329,28.358,28.431,28.428,28.43,28.431,28.582,29.162,30.015,30.829,31.789,32.927,34.112,35.432,36.85,38.248,39.639,41.017,42.479,44.395,46.756,49.142,51.5,53.766,56.039,58.365,60.83,63.663,67.054,70.489,73.929,77.458,80.818,84.024,86.925,89.713,92.3,94.561,96.478,98.121,99.439,100.479,101.371,102.063,102.561,102.857,103.119,103.448,103.685,103.782,103.832,103.824,103.824,103.824,103.819,103.819,103.819,103.855,103.95,104.073,104.077,104.038,103.846,103.792,103.767,103.684,103.672,103.653,103.557,103.528,103.424,103.405,103.402,103.475,103.912,104.407,104.638,104.788,104.792,104.774,104.783,104.776,104.762,104.526,104.376,104.345,104.353,104.342,104.352,104.339,104.352,104.341,104.349,104.345,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932
33733,220,27/11/2018 18:24,27/11/2018 18:26,2.616,-4.448,137.932,137.932,41.41,73.324,39.12799835,-5.724499702,1,139.8007202,2.616,41.41,137.932,2.684,2.774,2.855,2.931,3.017,3.112,3.425,4.032,4.442,4.529,4.507,4.506,4.505,4.61,5.027,5.751,6.743,7.876,9.063,10.203,11.385,12.505,13.684,14.826,16.014,17.146,18.325,19.466,20.636,21.776,22.965,24.145,25.276,26.455,27.48,28.227,28.653,28.805,28.843,29.226,29.884,30.492,30.741,30.748,30.737,30.737,30.737,30.63,30.183,29.564,28.928,28.307,27.664,27.034,26.389,25.772,25.132,24.507,24.008,23.617,23.189,22.755,22.319,21.943,21.642,21.37,21.081,20.877,20.754,20.653,20.616,20.598,20.546,20.481,20.429,20.365,20.331,20.333,20.334,20.306,20.027,19.43,18.675,18.101,17.402,16.331,15.163,13.97,12.834,11.661,10.483,9.358,8.16,7.018,5.841,4.709,3.529,2.398,1.2,41.409,41.405,41.405,41.404,41.404,41.403,41.425,41.555,41.619,41.559,41.435,41.391,41.409,41.411,41.411,41.411,41.411,41.411,41.411,41.411,41.411,41.411,41.411,41.411,41.411,41.411,41.411,41.411,41.459,41.71,42.221,42.951,43.861,44.881,45.811,46.788,47.729,48.769,49.805,51.04,52.374,53.893,55.43,56.982,58.502,60.016,61.408,62.787,64.135,65.354,66.455,67.335,68.059,68.617,69.115,69.602,70.072,70.608,71.209,71.767,72.183,72.394,72.558,72.75,72.899,72.954,73.072,73.262,73.506,73.729,73.913,74,73.999,73.916,73.886,73.886,73.793,73.589,73.42,73.278,73.205,73.197,73.135,73.072,73.059,73.059,73.072,73.114,73.255,73.369,73.368,73.317,73.334,73.343,73.333,73.336,73.338,73.335,73.335,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932,137.932
