Timestamp,HoistPosition,TotalLoad,TrolleyPosition,WindSpeed,CycleID,Point
2022.08.20 08:09:35.000,17.497,10.074,74.373,4.245,1.0,0.0
2022.08.20 08:09:36.520,17.52,11.409,74.373,4.28,1.0,1.0
2022.08.20 08:09:37.720,17.571,13.14,74.373,4.28,1.0,2.0
2022.08.20 08:09:38.999,17.633,15.715,74.369,4.392,1.0,3.0
2022.08.20 08:09:40.220,17.681,18.328,74.366,4.618,1.0,4.0
2022.08.20 08:09:41.439,17.794,23.163,74.361,4.696,1.0,5.0
2022.08.20 08:09:42.620,18.095,44.293,74.36,4.74,1.0,6.0
2022.08.20 08:09:43.860,18.154,54.451,74.36,4.74,1.0,7.0
2022.08.20 08:09:45.081,18.158,56.791,74.36,4.583,1.0,8.0
2022.08.20 08:09:46.540,18.158,56.665,74.36,4.592,1.0,9.0
2022.08.20 08:09:48.260,18.158,56.421,74.36,4.592,1.0,10.0
2022.08.20 08:09:49.961,17.811,51.555,74.36,4.592,1.0,11.0
2022.08.20 08:09:51.681,17.567,13.273,74.359,4.635,1.0,12.0
2022.08.20 08:09:53.400,17.566,14.042,74.359,4.696,1.0,13.0
2022.08.20 08:09:55.140,17.566,14.371,74.359,4.583,1.0,14.0
2022.08.20 08:09:56.481,17.566,14.523,74.359,4.592,1.0,15.0
2022.08.20 08:09:57.701,17.566,14.568,74.359,4.592,1.0,16.0
2022.08.20 08:11:05.381,19.857,9.525,71.839,4.184,2.0,0.0
2022.08.20 08:11:07.080,19.888,10.096,71.836,4.184,2.0,1.0
2022.08.20 08:11:08.799,19.971,14.189,71.836,4.184,2.0,2.0
2022.08.20 08:11:10.540,20.053,20.381,71.836,4.115,2.0,3.0
2022.08.20 08:11:11.960,20.318,36.272,71.836,4.132,2.0,4.0
2022.08.20 08:11:13.180,20.432,61.846,71.836,4.132,2.0,5.0
2022.08.20 08:11:14.400,20.428,64.858,71.836,4.384,2.0,6.0
2022.08.20 08:11:15.620,20.428,63.087,71.836,4.392,2.0,7.0
2022.08.20 08:11:16.840,20.428,62.691,71.836,4.392,2.0,8.0
2022.08.20 08:11:18.060,20.519,63.331,71.836,4.392,2.0,9.0
2022.08.20 08:11:19.260,20.492,63.822,71.836,4.488,2.0,10.0
2022.08.20 08:11:20.481,20.378,57.409,71.813,4.41,2.0,11.0
2022.08.20 08:11:22.181,20.378,57.666,71.811,4.488,2.0,12.0
2022.08.20 08:11:23.920,20.378,59.087,71.811,4.488,2.0,13.0
2022.08.20 08:11:25.660,20.378,58.792,71.818,4.488,2.0,14.0
2022.08.20 08:11:27.380,20.327,56.904,71.773,4.566,2.0,15.0
2022.08.20 08:11:29.081,20.329,55.472,71.609,4.566,2.0,16.0
2022.08.20 08:11:30.480,20.329,56.105,71.583,4.653,2.0,17.0
2022.08.20 08:11:31.700,20.329,55.653,71.512,4.714,2.0,18.0
2022.08.20 08:11:32.900,20.289,55.914,71.348,4.722,2.0,19.0
2022.08.20 08:11:34.120,20.23,48.331,71.264,4.722,2.0,20.0
2022.08.20 08:11:35.380,20.032,33.155,71.256,4.974,2.0,21.0
2022.08.20 08:11:36.579,19.886,15.303,71.22,4.974,2.0,22.0
2022.08.20 08:11:37.781,19.895,11.516,71.193,4.974,2.0,23.0
2022.08.20 08:11:39.000,19.895,12.408,71.193,4.974,2.0,24.0
2022.08.20 08:11:40.700,19.895,12.493,71.193,4.41,2.0,25.0
2022.08.20 08:11:42.419,19.895,12.903,71.193,4.566,2.0,26.0
2022.08.20 08:11:44.199,19.895,12.798,71.193,4.609,2.0,27.0
2022.08.20 08:11:45.899,19.895,12.243,71.193,4.523,2.0,28.0
2022.08.20 08:11:47.640,19.895,12.052,71.193,4.523,2.0,29.0
2022.08.20 08:11:49.080,19.895,12.307,71.193,4.523,2.0,30.0
2022.08.20 08:11:50.340,19.895,12.571,71.193,4.34,2.0,31.0
2022.08.20 08:11:51.540,19.895,12.64,71.193,4.34,2.0,32.0
2022.08.20 08:11:53.000,19.895,12.594,71.193,4.34,2.0,33.0
2022.08.20 08:11:54.221,19.895,12.537,71.193,4.583,2.0,34.0
2022.08.20 08:11:55.440,19.895,12.441,71.193,4.609,2.0,35.0
2022.08.20 08:11:56.620,19.895,12.28,71.193,4.644,2.0,36.0
2022.08.20 08:11:57.840,19.895,12.146,71.193,4.74,2.0,37.0
2022.08.20 08:11:59.580,19.895,12.311,71.193,4.74,2.0,38.0
2022.08.20 08:12:01.320,19.895,12.257,71.193,4.653,2.0,39.0
2022.08.20 08:12:03.060,19.895,12.111,71.193,4.653,2.0,40.0
2022.08.20 08:12:04.741,19.895,12.403,71.193,4.653,2.0,41.0
2022.08.20 08:15:19.800,19.905,11.598,72.291,4.774,3.0,0.0
2022.08.20 08:15:21.020,19.905,12.483,72.291,4.714,3.0,1.0
2022.08.20 08:15:22.240,19.905,12.514,72.291,4.757,3.0,2.0
2022.08.20 08:15:23.440,19.905,12.448,72.291,4.757,3.0,3.0
2022.08.20 08:15:24.640,19.905,12.327,72.291,4.792,3.0,4.0
2022.08.20 08:15:25.861,19.972,13.465,72.291,4.818,3.0,5.0
2022.08.20 08:15:27.519,20.05,19.242,72.291,4.818,3.0,6.0
2022.08.20 08:15:29.220,20.384,37.036,72.291,4.818,3.0,7.0
2022.08.20 08:15:30.941,20.608,50.184,72.291,4.618,3.0,8.0
2022.08.20 08:15:32.700,22.35,54.038,72.291,4.618,3.0,9.0
2022.08.20 08:15:34.399,25.544,51.77,72.157,4.618,3.0,10.0
2022.08.20 08:15:35.940,28.473,50.859,71.139,4.505,3.0,11.0
2022.08.20 08:15:37.160,30.781,50.599,70.061,4.627,3.0,12.0
2022.08.20 08:15:38.360,33.023,49.395,68.185,4.705,3.0,13.0
2022.08.20 08:15:39.580,34.103,45.816,65.521,4.731,3.0,14.0
2022.08.20 08:15:40.800,34.148,48.276,62.247,4.818,3.0,15.0
2022.08.20 08:15:42.059,34.149,51.143,59.073,4.861,3.0,16.0
2022.08.20 08:15:43.260,33.945,49.097,55.992,4.861,3.0,17.0
2022.08.20 08:15:44.480,33.343,51.24,52.758,4.861,3.0,18.0
2022.08.20 08:15:45.901,32.861,51.441,50.355,4.861,3.0,19.0
2022.08.20 08:15:47.620,32.894,49.675,49.402,4.887,3.0,20.0
2022.08.20 08:15:49.360,32.894,50.298,49.338,4.896,3.0,21.0
2022.08.20 08:15:51.041,32.894,49.738,49.97,4.757,3.0,22.0
2022.08.20 08:15:52.781,32.894,49.615,51.191,4.757,3.0,23.0
2022.08.20 08:15:54.520,32.894,50.112,52.029,4.783,3.0,24.0
2022.08.20 08:15:55.861,32.894,50.363,52.024,4.922,3.0,25.0
2022.08.20 08:15:57.101,32.894,50.5,52.006,4.922,3.0,26.0
2022.08.20 08:15:58.301,32.894,50.568,51.94,4.922,3.0,27.0
2022.08.20 08:15:59.560,32.871,50.398,51.867,4.922,3.0,28.0
2022.08.20 08:16:00.780,32.038,46.808,51.866,4.74,3.0,29.0
2022.08.20 08:16:01.999,30.221,46.87,51.873,4.748,3.0,30.0
2022.08.20 08:16:03.219,28.669,53.306,51.624,4.748,3.0,31.0
2022.08.20 08:16:04.420,27.538,49.398,51.212,4.748,3.0,32.0
2022.08.20 08:16:06.060,25.199,52.073,50.749,4.661,3.0,33.0
2022.08.20 08:16:07.741,24.784,53.403,50.632,4.661,3.0,34.0
2022.08.20 08:16:09.460,23.429,47.44,50.45,4.661,3.0,35.0
2022.08.20 08:16:11.181,20.841,52.559,49.911,4.714,3.0,36.0
